"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 20 20:33:08 GMT 2022","Sun Mar 20 20:33:09 GMT 2022","74","","Тесты репозитория OrdersRepository","","com.sbt.pprb.qa.test_task.repository.OrdersRepositoryTest","itShouldFindOrdersByOwnerAndNotActiveAndSortedByCreatedAsc","itShouldFindOrdersByOwnerAndNotActiveAndSortedByCreatedAsc()",""
"passed","Sun Mar 20 20:33:14 GMT 2022","Sun Mar 20 20:33:14 GMT 2022","2","","Тесты сервиса OrderService","","com.sbt.pprb.qa.test_task.service.OrderServiceTest","addBeverageThrowsEntityNotFoundException_order","addBeverageThrowsEntityNotFoundException_order()",""
"passed","Sun Mar 20 20:33:13 GMT 2022","Sun Mar 20 20:33:13 GMT 2022","2","","Тесты проверки создания контроллеров","","com.sbt.pprb.qa.test_task.VendingMachineApplicationTests","homeControllerLoads","homeControllerLoads()",""
"passed","Sun Mar 20 20:33:14 GMT 2022","Sun Mar 20 20:33:14 GMT 2022","44","","Тесты сервиса OrderProcessingService","","com.sbt.pprb.qa.test_task.service.OrderProcessingServiceTest","canPassBeveragesToStatus","canPassBeveragesToStatus()",""
"passed","Sun Mar 20 20:33:14 GMT 2022","Sun Mar 20 20:33:14 GMT 2022","2","","Тесты сервиса OrderService","","com.sbt.pprb.qa.test_task.service.OrderServiceTest","canAddNewBeverage","canAddNewBeverage()",""
"passed","Sun Mar 20 20:33:13 GMT 2022","Sun Mar 20 20:33:13 GMT 2022","1","","Тесты сервиса BeverageService","","com.sbt.pprb.qa.test_task.service.BeverageServiceTest","canAddVolume","canAddVolume()",""
"passed","Sun Mar 20 20:33:13 GMT 2022","Sun Mar 20 20:33:13 GMT 2022","96","","Тесты сервиса ApplicationInfoService","","com.sbt.pprb.qa.test_task.service.ApplicationInfoServiceTest","canGetAppInfo","canGetAppInfo()",""
"passed","Sun Mar 20 20:33:14 GMT 2022","Sun Mar 20 20:33:14 GMT 2022","2","","Тесты сервиса OrderService","","com.sbt.pprb.qa.test_task.service.OrderServiceTest","addBeverageThrowsBeverageCantBeSelectedException","addBeverageThrowsBeverageCantBeSelectedException()",""
"passed","Sun Mar 20 20:33:08 GMT 2022","Sun Mar 20 20:33:08 GMT 2022","48","","Тесты репозитория OrderBeveragesRepository","","com.sbt.pprb.qa.test_task.repository.OrderBeveragesRepositoryTest","itShouldNotFindBeveragesByNotExistingOrderIdSortedByCreationDateAsc","itShouldNotFindBeveragesByNotExistingOrderIdSortedByCreationDateAsc()",""
"passed","Sun Mar 20 20:33:14 GMT 2022","Sun Mar 20 20:33:14 GMT 2022","1","","Тесты сервиса OrderService","","com.sbt.pprb.qa.test_task.service.OrderServiceTest","canAddBalanceAndChangeAmountOf10To500","canAddBalanceAndChangeAmountOf10To500()",""
