"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 23 16:04:47 GMT 2022","Sat Apr 23 16:04:47 GMT 2022","16","","Тесты репозитория OrdersRepository","","com.sbt.pprb.qa.test_task.repository.OrdersRepositoryTest","itShouldFindOrderByOwnerAndActive","itShouldFindOrderByOwnerAndActive()",""
"passed","Sat Apr 23 16:04:34 GMT 2022","Sat Apr 23 16:04:34 GMT 2022","15","","Тесты контроллера апи OrderController","","com.sbt.pprb.qa.test_task.controller.api.OrderControllerTest","itShouldReturnNoContentWhenDeletingFinishedOrders","itShouldReturnNoContentWhenDeletingFinishedOrders()",""
"passed","Sat Apr 23 16:04:34 GMT 2022","Sat Apr 23 16:04:34 GMT 2022","62","","Тесты контроллера апи OrderController","","com.sbt.pprb.qa.test_task.controller.api.OrderControllerTest","itShouldAddBeverage","itShouldAddBeverage()",""
"passed","Sat Apr 23 16:04:42 GMT 2022","Sat Apr 23 16:04:42 GMT 2022","1","","Тесты сервиса OrderService","","com.sbt.pprb.qa.test_task.service.OrderServiceTest","addBeverageThrowsEntityNotFoundException_order","addBeverageThrowsEntityNotFoundException_order()",""
"passed","Sat Apr 23 16:04:42 GMT 2022","Sat Apr 23 16:04:42 GMT 2022","2","","Тесты проверки создания контроллеров","","com.sbt.pprb.qa.test_task.VendingMachineApplicationTests","applicationInfoControllerLoads","applicationInfoControllerLoads()",""
"passed","Sat Apr 23 16:04:34 GMT 2022","Sat Apr 23 16:04:34 GMT 2022","6","","Тесты контроллера апи OrderController","","com.sbt.pprb.qa.test_task.controller.api.OrderControllerTest","itShouldReturnUnauthorizedOnOrderDeleteRequest","itShouldReturnUnauthorizedOnOrderDeleteRequest()",""
"passed","Sat Apr 23 16:04:40 GMT 2022","Sat Apr 23 16:04:40 GMT 2022","4","","Тесты контроллера RegisterController","","com.sbt.pprb.qa.test_task.controller.mvc.RegisterControllerTest","itShouldReturnUnauthorizedWhenRequestRegisterPage","itShouldReturnUnauthorizedWhenRequestRegisterPage()",""
"passed","Sat Apr 23 16:04:34 GMT 2022","Sat Apr 23 16:04:34 GMT 2022","5","","Тесты контроллера апи OrderController","","com.sbt.pprb.qa.test_task.controller.api.OrderControllerTest","itShouldReturnUnauthorizedOnSelectIceRequest","itShouldReturnUnauthorizedOnSelectIceRequest()",""
"passed","Sat Apr 23 16:04:42 GMT 2022","Sat Apr 23 16:04:42 GMT 2022","2","","Тесты сервиса OrderService","","com.sbt.pprb.qa.test_task.service.OrderServiceTest","canSelectIce","canSelectIce()",""
"passed","Sat Apr 23 16:04:42 GMT 2022","Sat Apr 23 16:04:42 GMT 2022","5","","Тесты сервиса OrderService","","com.sbt.pprb.qa.test_task.service.OrderServiceTest","canResetBalance","canResetBalance()",""
"passed","Sat Apr 23 16:04:34 GMT 2022","Sat Apr 23 16:04:34 GMT 2022","7","","Тесты контроллера апи OrderController","","com.sbt.pprb.qa.test_task.controller.api.OrderControllerTest","itShouldSubmitOrder","itShouldSubmitOrder()",""
"passed","Sat Apr 23 16:04:31 GMT 2022","Sat Apr 23 16:04:31 GMT 2022","13","","Тесты контроллера апи BeverageController","","com.sbt.pprb.qa.test_task.controller.api.BeverageControllerTest","itShouldReturnUnauthorizedOnAddAvailableVolumeRequest","itShouldReturnUnauthorizedOnAddAvailableVolumeRequest()",""
"passed","Sat Apr 23 16:04:42 GMT 2022","Sat Apr 23 16:04:42 GMT 2022","1","","Тесты проверки создания контроллеров","","com.sbt.pprb.qa.test_task.VendingMachineApplicationTests","beverageControllerLoads","beverageControllerLoads()",""
"passed","Sat Apr 23 16:04:42 GMT 2022","Sat Apr 23 16:04:42 GMT 2022","2","","Тесты сервиса OrderService","","com.sbt.pprb.qa.test_task.service.OrderServiceTest","canAddNewBeverage","canAddNewBeverage()",""
"passed","Sat Apr 23 16:04:42 GMT 2022","Sat Apr 23 16:04:42 GMT 2022","3","","Тесты сервиса OrderService","","com.sbt.pprb.qa.test_task.service.OrderServiceTest","canCreateOrder","canCreateOrder()",""
"passed","Sat Apr 23 16:04:42 GMT 2022","Sat Apr 23 16:04:42 GMT 2022","1","","Тесты сервиса OrderService","","com.sbt.pprb.qa.test_task.service.OrderServiceTest","canProcessBeverage","canProcessBeverage()",""
"passed","Sat Apr 23 16:04:40 GMT 2022","Sat Apr 23 16:04:40 GMT 2022","9","","Тесты контроллера RegisterController","","com.sbt.pprb.qa.test_task.controller.mvc.RegisterControllerTest","itShouldReturnRegisterPage","itShouldReturnRegisterPage()",""
"passed","Sat Apr 23 16:04:42 GMT 2022","Sat Apr 23 16:04:42 GMT 2022","2","","Тесты сервиса OrderService","","com.sbt.pprb.qa.test_task.service.OrderServiceTest","canGetFinishedOrders","canGetFinishedOrders()",""
"passed","Sat Apr 23 16:04:42 GMT 2022","Sat Apr 23 16:04:42 GMT 2022","2","","Тесты сервиса OrderService","","com.sbt.pprb.qa.test_task.service.OrderServiceTest","addBeverageThrowsEntityNotFoundException_beverageVolume","addBeverageThrowsEntityNotFoundException_beverageVolume()",""
