"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 26 23:25:10 GMT 2022","Sat Mar 26 23:25:10 GMT 2022","88","","Тесты сервиса UserService","","com.sbt.pprb.qa.test_task.service.UserServiceTest","canCreateUser","canCreateUser()",""
"passed","Sat Mar 26 23:25:10 GMT 2022","Sat Mar 26 23:25:10 GMT 2022","2","","Тесты сервиса OrderService","","com.sbt.pprb.qa.test_task.service.OrderServiceTest","addBalanceThrowsEntityNotFoundException_order","addBalanceThrowsEntityNotFoundException_order()",""
"passed","Sat Mar 26 23:25:05 GMT 2022","Sat Mar 26 23:25:05 GMT 2022","20","","Тесты репозитория OrdersRepository","","com.sbt.pprb.qa.test_task.repository.OrdersRepositoryTest","itShouldFindOrderByOwnerAndActive","itShouldFindOrderByOwnerAndActive()",""
"passed","Sat Mar 26 23:25:05 GMT 2022","Sat Mar 26 23:25:05 GMT 2022","15","","Тесты репозитория OrdersRepository","","com.sbt.pprb.qa.test_task.repository.OrdersRepositoryTest","itShouldFindOrdersByOwnerAndNotActiveAndUnsorted","itShouldFindOrdersByOwnerAndNotActiveAndUnsorted()",""
"passed","Sat Mar 26 23:25:10 GMT 2022","Sat Mar 26 23:25:10 GMT 2022","23","","Тесты сервиса UserService","","com.sbt.pprb.qa.test_task.service.UserServiceTest","canGetUserByUsername","canGetUserByUsername()",""
"passed","Sat Mar 26 23:25:10 GMT 2022","Sat Mar 26 23:25:10 GMT 2022","1","","Тесты сервиса BeverageService","","com.sbt.pprb.qa.test_task.service.BeverageServiceTest","canAddVolume","canAddVolume()",""
"passed","Sat Mar 26 23:25:10 GMT 2022","Sat Mar 26 23:25:10 GMT 2022","1","","Тесты сервиса OrderService","","com.sbt.pprb.qa.test_task.service.OrderServiceTest","canRemoveBeverage","canRemoveBeverage()",""
"skipped","Sat Mar 26 23:25:10 GMT 2022","Sat Mar 26 23:25:10 GMT 2022","0","","Тесты сервиса OrderProcessingService","","com.sbt.pprb.qa.test_task.service.OrderProcessingServiceTest","throwsExceptionWhenRunJob","throwsExceptionWhenRunJob()",""
"passed","Sat Mar 26 23:25:10 GMT 2022","Sat Mar 26 23:25:10 GMT 2022","1","","Тесты сервиса OrderService","","com.sbt.pprb.qa.test_task.service.OrderServiceTest","resetBalanceThrowsEntityNotFoundException_order","resetBalanceThrowsEntityNotFoundException_order()",""
"passed","Sat Mar 26 23:25:05 GMT 2022","Sat Mar 26 23:25:05 GMT 2022","13","","Тесты репозитория OrdersRepository","","com.sbt.pprb.qa.test_task.repository.OrdersRepositoryTest","itShouldGetCorrectNextOrderNumberByOne","itShouldGetCorrectNextOrderNumberByOne()",""
