"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 27 21:09:44 GMT 2022","Sun Mar 27 21:09:44 GMT 2022","13","","Тесты контроллера RegisterController","","com.sbt.pprb.qa.test_task.controller.mvc.RegisterControllerTest","itShouldReturnUnauthorizedWhenRequestRegisterPage","itShouldReturnUnauthorizedWhenRequestRegisterPage()",""
"passed","Sun Mar 27 21:09:46 GMT 2022","Sun Mar 27 21:09:46 GMT 2022","8","","Тесты контроллера апи OrderController","","com.sbt.pprb.qa.test_task.controller.api.OrderControllerTest","itShouldReturnNotFoundWhenNoActiveOrder","itShouldReturnNotFoundWhenNoActiveOrder()",""
"passed","Sun Mar 27 21:09:36 GMT 2022","Sun Mar 27 21:09:36 GMT 2022","76","","Тесты репозитория OrdersRepository","","com.sbt.pprb.qa.test_task.repository.OrdersRepositoryTest","itShouldFindOrdersByOwnerAndNotActiveAndSortedByCreatedAsc","itShouldFindOrdersByOwnerAndNotActiveAndSortedByCreatedAsc()",""
"passed","Sun Mar 27 21:09:35 GMT 2022","Sun Mar 27 21:09:35 GMT 2022","33","","Тесты репозитория BeverageVolumesRepository","","com.sbt.pprb.qa.test_task.repository.BeverageVolumesRepositoryTest","itShouldFindBeverageVolumesByBeverage","itShouldFindBeverageVolumesByBeverage()",""
"passed","Sun Mar 27 21:09:51 GMT 2022","Sun Mar 27 21:09:51 GMT 2022","8","","Тесты контроллера апи BeverageController","","com.sbt.pprb.qa.test_task.controller.api.BeverageControllerTest","itShouldReturnUnauthorizedOnAddAvailableVolumeRequest","itShouldReturnUnauthorizedOnAddAvailableVolumeRequest()",""
"passed","Sun Mar 27 21:09:57 GMT 2022","Sun Mar 27 21:09:57 GMT 2022","3","","Тесты сервиса BeverageService","","com.sbt.pprb.qa.test_task.service.BeverageServiceTest","canGetVolumes","canGetVolumes()",""
"passed","Sun Mar 27 21:09:53 GMT 2022","Sun Mar 27 21:09:53 GMT 2022","2","","Тесты проверки создания контроллеров","","com.sbt.pprb.qa.test_task.VendingMachineApplicationTests","beverageControllerLoads","beverageControllerLoads()",""
"passed","Sun Mar 27 21:09:57 GMT 2022","Sun Mar 27 21:09:57 GMT 2022","5","","Тесты сервиса ApplicationInfoService","","com.sbt.pprb.qa.test_task.service.ApplicationInfoServiceTest","canGetDbConfig","canGetDbConfig()",""
"passed","Sun Mar 27 21:09:49 GMT 2022","Sun Mar 27 21:09:49 GMT 2022","17","","Тесты контроллера апи ApplicationInfoController","","com.sbt.pprb.qa.test_task.controller.api.ApplicationInfoControllerTest","itShouldReturnDbConfig","itShouldReturnDbConfig()",""
"passed","Sun Mar 27 21:09:49 GMT 2022","Sun Mar 27 21:09:49 GMT 2022","7","","Тесты контроллера апи ApplicationInfoController","","com.sbt.pprb.qa.test_task.controller.api.ApplicationInfoControllerTest","itShouldReturnUnauthorizedOnRestConfigRequest","itShouldReturnUnauthorizedOnRestConfigRequest()",""
